type,description,rate,hsn
goods,Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport [including refrigerated containers],18,8609
goods,"a)      Cars for physically handicapped persons, subject to the following conditions:   an officer not below the rank of Deputy Secretary to the Government of India in the Department of Heavy Industries certifies that the said goods are capable of being used by the physically handicapped persons; and  the buyer of the car gives an affidavit that he shall not dispose of the car for a period of five years after its purchase.",18,8703
goods,Refrigerated motor vehicles,18,8704
goods,"a.    Following parts of tractors namely: Rear Tractor wheel rim,  tractor centre housing,  tractor housing transmission,  tractor support front axle",18,8708
goods,Baby carriages and parts thereof,18,8715
goods,"Balloons and dirigibles, gliders and other non-powered aircraft",18,8801
goods,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto and parts thereof,18,8804
goods,"Aircraft launching gear, deck arrestor or similar gear; ground flying trainers and parts thereof",18,8805
goods,Vessels and other floating structures for breaking up,18,8908 00 00
goods,"Optical fibres and optical fibre bundles; optical fibre cables other than those of heading 8544; sheets and plates of polarising material; prisms, mirrors and other optical elements, of any material, unmounted, other than such elements of glass not optically worked",18,9001
goods,"Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts of or fittings for instruments or apparatus, other than such elements of glass not optically worked [other than intraocular lens]",18,9002
goods,"Frames and mountings for spectacles, goggles or the like, and parts thereof",18,9003
goods,"Spectacles [other than corrective]; goggles and the like, corrective, protective or other",18,9004
goods,"Balances of a sensitivity of 5 cg or better, with or without weights [other than electric or electronic balances]",18,9016
goods,"Instruments for measuring length, for use in the hand (for example, measuring rods and tapes, micrometers, callipers), not specified or included elsewhere in the chapter",18,9017
goods,"Machines and appliances for testing the hardness, strength, compressibility, elasticity or other mechanical properties of materials (for example, metals, wood, textiles, paper, plastics)",18,9024
goods,"Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, recording or not, and any combination of these instruments",18,9025
goods,"Instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases (for example, flow meters, level gauges, manometers, heat meters), excluding instruments and apparatus of heading 9014, 9015, 9028 or 9032",18,9026
goods,"Instruments and apparatus for physical or chemical analysis (for example, polarimeters, refractometers, spectrometers, gas or smoke analysis apparatus); instruments and apparatus for measuring or checking viscosity, porosity, expansion, surface tension or the like; instruments and appratus for measuring or checking quantities of heat, sound or light (including exposure meters); microtomes",18,9027
goods,"Gas, liquid or electricity supply or production meters, including calibrating meters therefor",18,9028
goods,"Revolution counters, production counters, taximeters, mileometers, pedometers and the like; speed indicators and tachometers, other than those of heading 9014 or 9015; stroboscopes",18,9029
goods,"Oscilloscopes, spectrum analysers and other instruments and apparatus for measuring or checking electrical quantities, excluding meters of heading 90.28; instruments and apparatus for measuring or detecting alpha, beta, gamma, X‑ray, cosmic or other ionising radiations",18,9030
goods,"Measuring or checking instruments, appliances and machines, not specified or included elsewhere in this Chapter; profile projectors",18,9031
goods,Automatic regulating or controlling instruments and apparatus,18,9032
goods,"Parts and accessories (not specified or included elsewhere in this Chapter) for machines, appliances, instruments or apparatus of Chapter 90",18,9033
goods,"Clocks with watch movements, excluding clocks of heading 9104",18,9103
goods,Other clocks,18,9105
goods,"Clock movements, complete and assembled",18,9109
goods,Other clock parts,18,9114
goods,"Complete clock movements, unassembled or partly assembled (movement sets); incomplete clock movements, assembled; rough clock movements",18,9110
goods,"Clock cases, and parts thereof",18,9112
goods,"Military weapons other than revolvers, pistols",18,9301
goods,"Other firearms and similar devices which operate by the firing of an explosive charge (for example, sporting shotguns and rifles, muzzle-loading firearms, very pistols and other devices designed to project only signal flares, pistols and revolvers for firing blank ammunition, captive-bolt humane killers, line-throwing guns)",18,9303
goods,"Other arms (for example, spring, air or gas guns and pistols, truncheons), excluding those of heading 9307",18,9304
goods,Parts and accessories of articles of headings 9301 to 9304,18,9305
goods,"Bombs, grenades, torpedoes, mines, missiles, and similar munitions of war and parts thereof; cartridges and other ammunition and projectiles and parts thereof, including shot and cartridge wads",18,9306
goods,"Swords, cut lasses, bayonets, lances and similar arms and parts thereof and scabbards and sheaths therefor",18,9307
goods,"Medical, surgical, dental or veterinary furniture (for example, operating tables, examination tables, hospital beds with mechanical fittings, dentists' chairs); barbers' chairs and similar chairs, having rotating as well as both reclining and elevating movements; parts of the foregoing articles",18,9402
goods,Bamboo furniture,18,9403
goods,"Coir mattresses, cotton pillows, mattress and quilts",18,9404
goods,Prefabricated buildings,18,9406
goods,"Electronic Toys like tricycles, scooters, pedal cars etc. (including parts and accessories thereof)",18,9503
goods,Swimming pools and padding pools,18,9506
goods,"Buttons, of plastics not covered with the textile material, of base metals, buttons of coconut shell, button blanks",18,"9606 21 00, 9606 22 00, 9606 29, 9606 30"
goods,"Brushes (including brushes constituting parts of machines, appliances or vehicles), hand operated mechanical floor sweepers, not motorised, mops and feather dusters; prepared knots and tufts for broom or brush making; paint pads and rollers; squeegees (other than roller squeegees) [other than brooms and brushes, consisting of twigs or other vegetable materials bound together, with or without handles]",18,9603 [other than 9603 10 00]
goods,Hand sieves and hand riddles,18,9604 00 00
goods,"Travel sets for personal toilet, sewing or shoe or clothes cleaning",18,9605
goods,Slide fasteners and parts thereof,18,9607
goods,"Fountain pens, stylograph pens and other pens",18,9608
goods,"Boards, with writing or drawing surface, whether or not framed",18,9610 00 00
goods,"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether or not on spools or in cartridges; ink-pads, whether or not inked, with or without boxes",18,9612
goods,"Monopods, bipods, tripods and similar articles",18,9620 00 00
goods,"All items of machinery including prime movers, instruments, apparatus and appliances, control gear and transmission equipment, auxiliary equipment (including those required for research and  development purposes, testing and quality control), as well as all components (whether finished or not) or raw materials for the manufacture of the aforesaid items and their components, required for the initial setting up of a unit, or the substantial expansion of an existing unit, of a specified:  industrial plant,  irrigation project,  power project,  mining project,  project for the exploration for oil or other minerals, and  such other projects as the Central Government may, having regard to the economic development of the country notify in the Official Gazette in this behalf;  and spare parts, other raw materials (including semi-finished materials of consumable stores) not exceeding 10% of the value of the goods specified above, provided that such spare parts, raw materials or consumable stores are essential for the maintenance of the plant or project mentioned in (1) to (6) above.",18,9801
goods,Laboratory chemicals,18,9802
goods,"Goods which are not specified in Schedule I, II, IV, V or VI",18,Any Chapter
goods,Molasses,28,1703
goods,"Chewing gum / bubble gum and white chocolate, not containing cocoa",28,1704
goods,"Cocoa butter, fat and oil",28,1804
goods,"Cocoa powder, not containing added sugar or sweetening matter",28,1805
goods,Chocolates and other food preparations containing cocoa,28,1806
goods,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing less than 40% by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included; food preparations of goods of heading 0401 to 0404, not containing cocoa or containing less than 5% by weight of cocoa calculated on a totally defatted basis not elsewhere specified or included [other than preparations for infants or young children, put up for retail sale and mixes and doughs for the preparation of bakers’ wares of heading 1905]",28,"1901 90 [other than 1901 10, 1901 20 00]"
goods,Waffles and wafers coated with chocolate or containing chocolate,28,1905 32
goods,"Extracts, essences and concentrates of coffee, and preparations with a basis of these extracts, essences or concentrates or with a basis of coffee",28,"2101 11, 2101 12 00"
goods,"Food preparations not elsewhere specified or included i.e. Protein concentrates and textured protein substances, Sugar-syrups containing added flavouring or colouring matter, not elsewhere specified or included; lactose syrup; glucose syrup and malto dextrine syrup, Compound preparations for making non-alcoholic beverages, Food flavouring material, Churna for pan, Custard powder",28,2106
goods,Pan masala,28,2106 90 20
goods,Other non-alcoholic beverages,28,2202 90 90
goods,"All goods [including aerated waters], containing added sugar or other sweetening matter or flavoured",28,2202 10
goods,Unmanufactured tobacco; tobacco refuse [other than tobacco leaves],28,2401
goods,"Cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco substitutes",28,2402
goods,Other manufactured tobacco and manufactured tobacco substitutes; “homogenised” or “reconstituted” tobacco; tobacco extracts and essences [including biris],28,2403
goods,"Marble and travertine, other than blocks",28,"2515 12 20, 2515 12 90"
goods,"Granite, other than blocks",28,2516 12 00
goods,"Portland cement, aluminous cement, slag cement, super sulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers",28,2523
goods,Avgas,28,2710
goods,"Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium; solutions as defined in Note 4 to this Chapter",28,3208
goods,"Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in an aqueous medium",28,3209
goods,"Other paints and varnishes (including enamels, lacquers and distempers); prepared water pigments of a kind used for finishing leather",28,3210
goods,"Artists’, students’ or signboard painters’ colours, modifying tints, amusement colours and the like, in tablets, tubes, jars, bottles, pans or in similar forms or packings",28,3213
goods,"Glaziers’ putty, grafting putty, resin cements, caulking compounds and other mastics; painters’ fillings; non- refractory surfacing preparations for facades, indoor walls, floors, ceilings or the like",28,3214
goods,Perfumes and toilet waters,28,3303
goods,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or sun tan preparations; manicure or pedicure preparations [other than kajal, Kumkum, Bindi, Sindur, Alta]",28,3304
goods,"All goods, i.e. preparations for use on the hair such as Shampoos; Preparations for permanent waving or straightening; Hair lacquers; Brilliantines (spirituous); Hair cream, Hair dyes (natural, herbal or synthetic) [other than Hair oil]",28,"3305 [other than 3305 9011, 3305 90 19]"
goods,"Preparations for oral or dental hygiene, including and powders; yarn used to clean between the teeth (dental floss), in individual retail packages [other than dentifrices in powder or paste from (tooth powder or toothpaste)]",28,"3306 [other than 3306 10 10, 3306 10 20]"
goods,"Pre-shave, shaving or after-shave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorisers, whether or not perfumed or having disinfectant properties; such as Pre-shave, shaving or after-shave Preparations, Shaving cream, Personal deodorants and antiperspirants",28,3307
goods,"Organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap; paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent",28,3401 30
goods,"Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 3401",28,3402
goods,"Lubricating preparations (including cutting-oil preparations, bolt or nut release preparations, anti-rust or anti-corrosion preparations and mould release preparations, based on lubricants) and preparations of a kind used for the oil or grease treatment of textile materials, leather, furskins or other materials, but excluding preparations containing, as basic constituents, 70% or more by weight of petroleum oils or of oils obtained from bituminous minerals",28,3403
goods,"Polishes and creams, for footwear, furniture, floors, coachwork, glass or metal, scouring pastes and powders and similar preparations (whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated or covered with such preparations), excluding waxes of heading 3404",28,3405
goods,"Modelling pastes, including those put up for children's amusement",28,3407
goods,"Prepared explosives, other than propellant powders; such as Industrial explosives",28,3602
goods,"Fireworks, signalling flares, rain rockets, fog signals and other pyrotechnic articles",28,3604
goods,Ferro-cerium and other pyrophoric alloys in all forms; articles of combustible materials as specified in Note 2 to this Chapter; such as liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette or similar lighters,28,3606
goods,"Anti-knock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and other prepared additives, for mineral oils (including gasoline) or for other liquids used for the same purposes as mineral oils",28,3811
goods,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades,28,3813
goods,"Organic composite solvents and thinners, not elsewhere specified or included; prepared paint or varnish removers",28,3814
goods,"Hydraulic brake fluids and other prepared liquids for hydraulic transmission, not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals",28,3819
goods,Anti-freezing preparations and prepared de-icing fluids,28,3820
goods,"Floor coverings of plastics, whether or not self-adhesive, in rolls or in form of tiles; wall or ceiling coverings of plastics",28,3918
goods,"Baths, shower baths, sinks, wash basins, bidets, lavatory pans, seats and covers, flushing cisterns and similar sanitary ware of plastics",28,3922
goods,"Other articles of plastics and articles of other materials of headings 3901 to 3914 [other than bangles of plastic, PVC Belt Conveyor, plastic beads and plastic tarpaulins]",28,"3926 [other than 3926 40 11, 3926 90 10]"
goods,"New pneumatic tyres, of rubber [other than of a kind used on/in bicycles, cycle-rickshaws and three wheeled powered cycle rickshaws; and Rear Tractor tyres]",28,4011
goods,Retreaded or used tyres and flaps,28,4012
goods,"Inner tubes of rubber [other than of a kind used on/in bicycles, cycle-rickshaws and three wheeled powered cycle rickshaws; and Rear Tractor tyre tubes]",28,4013
goods,Other articles of vulcanised rubber other than hard rubber (other than erasers),28,4016 [other than 4016 92 00]
goods,"Hard rubber (for example ebonite) in all forms, including waste and scrap; articles of hard rubber",28,4017
goods,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like), of any material",28,4201
goods,"Trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverages bags, toilet bags, rucksacks, handbags, shopping bags, wallets, purses, map-cases, cigarette-cases, to-bacco- pouches, tool bags, sports bags, bottle-cases, jewellery boxes, powder-boxes, cutlery cases and similar containers, of leather, of sheeting of plastics, of textile materials, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper [other than School satchels and bags other than of leather or composition leather, Toilet cases, Hand bags and shopping bags, of artificial plastic material, of cotton, or of jute, Vanity bags, Handbags of other materials excluding wicker work or basket work]",28,4202
goods,"Articles of apparel and clothing accessories, of leather or of composition leather",28,4203
goods,Other articles of leather or of composition leather,28,4205
goods,"Articles of gut (other than silk-worm gut), of goldbeater's skin, of bladders or of tendons",28,4206
goods,"Articles of apparel, clothing accessories and other articles of furskin",28,4303
goods,Articles of artificial fur,28,4304
goods,"Particle board, Oriented Strand Board (OSB) and similar board (for example, wafer board) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances, other than specified boards",28,4410
goods,"Fibre board of wood or other ligneous materials, whether or not bonded with resins or other organic substances, other than specified boards",28,4411
goods,"Plywood, veneered panels and similar laminated wood",28,4412
goods,"Densified wood, in blocks, plates, strips, or profile shapes",28,4413
goods,"Wooden frames for paintings, photographs, mirrors or similar objects",28,4414
goods,"Builders’ joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes",28,4418
goods,"Wood paving blocks, articles of densified wood not elsewhere included or specified, Parts of domestic decorative articles used as tableware and kitchenware",28,4421
goods,Wall paper and similar wall coverings; window transparencies of paper,28,4814
goods,"Artificial flowers, foliage and fruit and parts thereof; articles made of artificial flowers, foliage or fruit",28,6702
goods,"Wool or other animal hair or other textile materials, prepared for use in making wigs or the like",28,6703
goods,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair or of textile materials; articles of human hair not elsewhere specified or included",28,6704
goods,"Setts, curbstones and flagstones, of natural stone (except slate)",28,6801
goods,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially coloured granules, chippings and powder, of natural stone (including slate); of marble, travertine and alabaster, of Granite, of Other calcareous stone",28,6802
goods,Worked slate and articles of slate or of agglomerated slate,28,6803
goods,"Articles of asphalt or of similar material (for example, petroleum bitumen or coal tar pitch)",28,6807
goods,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders",28,6808
goods,"Articles of plaster or of compositions based on plaster; such as Boards, sheets, panels, tiles and similar articles, not ornamented",28,6809
goods,"Articles of cement, of concrete or of artificial stone, whether or not reinforced; such as Tiles, flagstones, bricks and similar articles, Building blocks and bricks, Cement bricks, Prefabricated structural components for Building or civil engineering, Prefabricated structural components for building or civil engineering",28,6810
goods,"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (for example, thread, woven fabric, clothing, headgear, footwear, gaskets), whether or not reinforced, other than goods of heading 6811 or 6813",28,6812
goods,"Friction material and articles thereof (for example, sheets, rolls, strips, segments, discs, washers, pads), not mounted, for brakes, for clutches or the like, with a basis of asbestos, of other mineral substances or of cellulose, whether or not combined with textiles or other materials",28,6813
goods,"Worked mica and articles of mica, including agglomerated or reconstituted mica, whether or not on a support of paper, paperboard or other materials",28,6814
goods,"Articles of stone or of other mineral substances (including carbon fibres, articles of carbon fibres and articles of peat), not elsewhere specified or included",28,6815
goods,"Blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of similar siliceous earths",28,6901
goods,"Ceramic flooring blocks, support or filler tiles and the like",28,6904
goods,"Chimney-pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods",28,6905
goods,"Ceramic pipes, conduits, guttering and pipe fittings",28,6906
goods,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like,  whether or not on a backing; finishing ceramics",28,6907
goods,"Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of a kind used for the conveyance or packing of goods",28,6909
goods,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures",28,6910
goods,Statuettes and other ornamental ceramic articles,28,6913
goods,Other ceramic articles,28,6914
goods,"Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked",28,7003
goods,"Drawn glass and blown glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked",28,7004
goods,"Float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked",28,7005
goods,"Glass of heading 70.03, 70.04 or 70.05, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed or fitted with other materials",28,7006 00 00
goods,"Safety glass, consisting of toughened (tempered) or laminated glass",28,7007
goods,Multiple-walled insulating units of glass,28,7008
goods,"Glass mirrors, whether or not framed, including rear-view mirrors",28,7009
goods,"Glass envelopes (including bulbs and tubes), open, and glass parts thereof, without fittings, for electric lamps, cathode-ray tubes or the like",28,7011
goods,"Signalling glassware and optical elements of glass (other than those of heading 7015), not optically worked",28,7014
goods,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, whether or not wired, of a kind used for building or construction purposes; glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar decorative purposes; leaded lights and the like; multi-cellular or foam glass in blocks, panels, plates, shells or similar forms",28,7016
goods,"Other articles of glass [other than Globes for lamps and lanterns, Founts for kerosene wick lamps, Glass chimneys for lamps and lanterns]",28,7020
goods,"Stoves [other than kerosene stove and LPG stoves], ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel",28,7321
goods,"Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel",28,7322
goods,Sanitary ware and parts thereof of iron and steel,28,7324
goods,All goods other than utensils i.e. sanitary ware and parts thereof of copper,28,7418
goods,Other articles of copper [including chain and parts thereof under 7419 10 and other articles under 7419 99] but not including metal castings under 7419 91 00,28,7419
goods,"Doors, windows and their frames and thresholds for doors",28,7610 10 00
goods,All goods other than utensils i.e. sanitary ware and parts thereof,28,7615
goods,Razors and razor blades (including razor blade blanks in strips),28,8212
goods,"Other articles of cutlery (for example, hair clippers, butchers' or kitchen cleavers, choppers and mincing knives,); manicure or pedicure sets and instruments (including nail files) [other than paper knives, pencil sharpeners and blades thereof]",28,8214
goods,"Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like; base metal hat-racks, hat-pegs, brackets and similar fixtures; castors with mountings of base metal; automatic door closers of base metal",28,8302
goods,"Armoured or reinforced safes, strong-boxes and doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal",28,8303
goods,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading 9403",28,8304
goods,"Fittings for loose-leaf binders or files, letter clips, letter corners, paper clips, indexing tags and similar office articles, of base metal; staples in strips (for example, for offices, upholstery, packaging), of base metal",28,8305
goods,"Sign-plates, name-plates, address-plates and similar plates, numbers, letters and other symbols, of base metal, excluding those of heading 9405",28,8310
goods,Spark-ignition reciprocating or rotary internal combustion piston engine,28,8407
goods,Compression-ignition internal combustion piston engines (diesel or semi-diesel engines),28,8408
goods,Parts suitable for use solely or principally with the engines of heading 8407 or 8408,28,8409
goods,"Pumps for dispensing fuel or lubricants of the type used in filling stations or garages [8413 11], Fuel, lubricating or cooling medium pumps for internal combustion piston engines [8413 30], concrete pumps [8413 40 00], other rotary positive displacement pumps [8413 60], [other than hand pumps falling under tariff item 8413 11 10]",28,8413
goods,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters",28,8414
goods,"Air-conditioning machines, comprising a motor-driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated",28,8415
goods,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps other than air conditioning machines of heading 8415",28,8418
goods,"Storage water heaters, non-electric [8419 19] (other than solar water heater and system), Pressure vessels, reactors, columns or towers or chemical storage tanks [8419 89 10], Glass lined equipment [8419 89 20],  Auto claves other than for cooking or heating food, not elsewhere specified or included [8419 89 30],  Cooling towers and similar plants for direct cooling (without a separating wall) by means of recirculated water [8419 89 40], Plant growth chambers and rooms and tissue culture chambers and rooms having temperature, humidity or light control [8419 89 60], Apparatus for rapid heating of semi- conductor devices , apparatus for chemical or physical vapour deposition on semiconductor wafers; apparatus for chemical vapour deposition on LCD substratus [8419 89 70]; parts [8419 90]",28,8419
goods,"Dish washing machines, household [8422 11 00] and other [8422 19 00]",28,8422
goods,"Electric or electronic weighing machinery (excluding balances of a sensitivity of 5 centigrams or better), including weight operated counting or checking machines; weighing machine weights of all kinds",28,8423
goods,Fire extinguishers,28,8424
goods,Fork-lift trucks; other works trucks fitted with lifting or handling equipment,28,8427
goods,"Other lifting, handling, loading or unloading machinery (for example, lifts, escalators, conveyors, teleferics)",28,8428
goods,"Self-propelled bulldozers, angledozers, graders, levellers, scrapers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers",28,8429
goods,"Other moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring machinery, for earth, minerals or ores; pile-drivers and pile-extractors; snow-ploughs and snow-blowers",28,8430
goods,"Printers which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data processing machine or to a network printers; copying machines, facsimile machines; ink cartridges with or without print head assembly and ink spray nozzle",28,8443
goods,"Household or laundry-type washing machines, including machines which both wash and dry",28,8450
goods,"Other office machines (for example, hectograph or stencil duplicating machines, addressing machines, automatic banknote dispensers, coin sorting machines, coin counting or wrapping machines [other than Braille typewriters, electric or non-electric, Perforating or stapling machines (staplers), pencil sharpening machines]",28,8472
goods,"Automatic goods-vending machines (for example, postage stamps, cigarette, food or beverage machines), including money changing machines",28,8476
goods,"Machinery for preparing or making up tobacco, not specified or included elsewhere in this chapter",28,8478
goods,Passenger boarding bridges of a kind used in airports [8479 71 00] and other [8479 79 00],28,8479
goods,"Transmission shafts (including cam shafts and crank shafts) and cranks; bearing housings and plain shaft bearings; gears and gearing; ball or roller screws; gear boxes and other speed changers, including torque converters; flywheels and pulleys, including pulley blocks; clutches and shaft couplings (including universal joints)",28,8483
goods,"Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal; sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, envelopes or similar packings; mechanical seals",28,8484
goods,"Static converters (for example, rectifiers) and inductors [other than Transformers Industrial Electronics; Electrical Transformer; Static Convertors (UPS)]",28,8504
goods,Primary cells and primary batteries,28,8506
goods,"Electric accumulators, including separators therefor, whether or not rectangular (including square)",28,8507
goods,Vacuum cleaners,28,8508
goods,"Electro-mechanical domestic appliances, with self-contained electric motor, other than vacuum cleaners of heading 8508",28,8509
goods,"Shavers, hair clippers and hair-removing appliances, with self-contained electric motor",28,8510
goods,"Electrical ignition or starting equipment of a kind used for spark-ignition or compression-ignition internal combustion engines (for example, ignition magnetos, magneto-dynamos, ignition coils, sparking plugs and glow plugs, starter motors); generators (for example, dynamos, alternators) and cut-outs of a kind used in conjunction with such engines",28,8511
goods,"Electrical lighting or signalling equipment (excluding articles of heading 8539), windscreen wipers, defrosters and demisters, of a kind used for cycles or motor vehicles",28,8512
goods,"Portable electric lamps designed to function by their own source of energy (for example, dry batteries, accumulators, magnetos), other than lighting equipment of heading 8512",28,8513
goods,"Electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; electrothermic hair-dressing apparatus (for example, hair dryers, hair curlers, curling tong heaters) and hand dryers; electric smoothing irons; other electro-thermic appliances of a kind used for domestic purposes; electric heating resistors, other than those of heading 8545",28,8516
goods,"ISDN System [8517 69 10], ISDN Terminal Adaptor [8517 69 20], X 25 Pads [8517 69 40]",28,8517
goods,"Single loudspeakers, mounted in their enclosures [8518 21 00], Audio-frequency electric amplifiers [8518 40 00], Electric sound amplifier sets [8518 50 00], Parts [8518 90 00]",28,8518
goods,Sound recording or reproducing apparatus,28,8519
goods,Parts and accessories suitable for use solely or principally with the apparatus of headings 8519 or 8521,28,8522
goods,"Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video cameras recorders [other than CCTV]",28,8525
goods,"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus",28,8526
goods,"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock",28,8527
goods,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receiver or sound or video recording or reproducing apparatus [other than computer monitors not exceeding 17 inches]",28,8528
goods,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,28,8529
goods,"Electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields (other than those of heading 8608)",28,8530
goods,"Electric sound or visual signalling apparatus (for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 8512 or 8530",28,8531
goods,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp-holders, and other connectors, junction boxes), for a voltage not exceeding 1,000 volts : connectors for optical fibres optical fibres, bundles or cables",28,8536
goods,"Boards, panels, consoles, desks, cabinets and other bases, equipped with two or more apparatus of heading 8535 or 8536, for electric control or the distribution of electricity, including those incorporating instruments or apparatus of chapter 90, and numerical control apparatus, other than switching apparatus of heading 8517",28,8537
goods,Sealed beam lamp units and ultra-violet or infra-red lamps; arc lamps [other than Electric filament or discharge lamps and LED lamps],28,8539
goods,"Insulated (including enamelled or anodised) wire, cable and other insulated electric conductors, whether or not fitted with connectors [other than Winding Wires; Coaxial cables; Optical Fiber]",28,8544
goods,Brushes [8545 20 00] and goods under 8545 (including arc lamp carbon and battery carbon),28,8545
goods,"Insulating fittings for electrical machines, appliances or equipment, being fittings wholly of insulating material apart from any minor components of metal (for example, threaded sockets) incorporated during moulding solely for the purposes of assembly, other than insulators of heading 8546; electrical conduit tubing and joints therefor, of base metal lined with insulating material",28,8547
goods,"Motor vehicles for the transport of ten or more persons, including the driver",28,8702
goods,"Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 8702), including station wagons and racing cars [other than Cars for physically handicapped persons]",28,8703
